path	action	reason	replacement	original_sha256	recovery
docs/contracts/uncertainty_activation.md	preserve	retained design/behavior contract; not a current operating checklist	-	358b2735047e780b0a750190ea508611d3e376dc5c4d7943a76cf2cdde715c67	git:c6154036880c87db69c880ba36a22087815b48b0:docs/contracts/uncertainty_activation.md
docs/cuda_backend.md	rewrite	current guide rewritten against source; original tutorial/evidence archived	docs/cuda_backend.md	95b25fb2596899427cbb33f886ad79f4ecc79885744c975144785fd8b6af1135	attic/documentation-20260906.tar.gz:docs/cuda_backend.md
docs/dispatch.md	rewrite	current guide rewritten against source; original tutorial/evidence archived	docs/dispatch.md	be11b3460777d1abc6daa565138abf023ec27736318f1358d133691b27074171	attic/documentation-20260906.tar.gz:docs/dispatch.md
docs/evidence/phase6-offline-restore-attestation.md	preserve	dated/frozen evidence or negative result; preserve exact record	-	02094ec809443467225aa69fe6f9dd8bfc10aaf59aab45720eba6ce45150a793	git:c6154036880c87db69c880ba36a22087815b48b0:docs/evidence/phase6-offline-restore-attestation.md
docs/gigatok_bench.md	rewrite	current guide rewritten against source; original tutorial/evidence archived	docs/gigatok_bench.md	6a537f8d69f4b743285d53b9cc93900bf8eaca7eccfdecfa5482b548042c97f4	attic/documentation-20260906.tar.gz:docs/gigatok_bench.md
docs/hermes_hosting.md	rewrite	current guide rewritten against source; original tutorial/evidence archived	docs/hermes_hosting.md	883178202969a5ca38f34eca4aeb46053a0b6e12425b9a52e706d78fac792802	attic/documentation-20260906.tar.gz:docs/hermes_hosting.md
docs/improvement_engine_integration.md	rewrite	current guide rewritten against source; original tutorial/evidence archived	docs/improvement_engine_integration.md	570a8b282f9d32eace0506dbc28f5ce5802c89ff8836b4105db4298bb1c99891	attic/documentation-20260906.tar.gz:docs/improvement_engine_integration.md
docs/moe_train.md	rewrite	current guide rewritten against source; original tutorial/evidence archived	docs/moe_train.md	1acb9259cd4242b30b6f4502929ac1bb797f0d0cef4cd3d36e335a86ae46279b	attic/documentation-20260906.tar.gz:docs/moe_train.md
docs/moe_xf.md	rewrite	current guide rewritten against source; original tutorial/evidence archived	docs/moe_xf.md	bb835827f4cf9109891a6fe1479a7a8b861903425b12b8175c56bee16db42d08	attic/documentation-20260906.tar.gz:docs/moe_xf.md
docs/negative-results/hyperbolic_prior.md	preserve	dated/frozen evidence or negative result; preserve exact record	-	c576faac3f786444fa9eb3cbb409bfcc37f349649e7c3e5ce0bd201cb3c084cd	git:c6154036880c87db69c880ba36a22087815b48b0:docs/negative-results/hyperbolic_prior.md
docs/phase123_benchmark_closure.md	rewrite	current guide rewritten against source; original tutorial/evidence archived	docs/phase123_benchmark_closure.md	59b26d1c7bf729dd1cafb85c978df8c7119be2f0cbfcd116f39e7d1922644d1c	attic/documentation-20260906.tar.gz:docs/phase123_benchmark_closure.md
docs/superpowers/handoffs/2026-06-28-supra-1p58bit-compression.md	retire	superseded operational handoff; exact original archived	docs/superpowers/specs/2026-06-28-supra-qat-scope.md	4425a63f329e6f53add7d45755ffe20b0bab822ef876ba5ac90012dbb019e9e3	attic/documentation-20260906.tar.gz:docs/superpowers/handoffs/2026-06-28-supra-1p58bit-compression.md
docs/superpowers/handoffs/2026-08-16-status.md	retire	superseded operational handoff; exact original archived	docs/ARCHITECTURE.md	7d77c5456485fd20fc78ff0f804038c44020dc78c02762f0f2dc581da34e8307	attic/documentation-20260906.tar.gz:docs/superpowers/handoffs/2026-08-16-status.md
docs/superpowers/plans/2026-06-11-machine-checkable-contracts.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-11-machine-checkable-contracts-design.md	3d82298d7b17128e1378bd523847c3b51c031f0eff598f9360c7659b9a75e97e	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-11-machine-checkable-contracts.md
docs/superpowers/plans/2026-06-11-property-contracts.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-11-property-contracts-design.md	e38c7fb17d5759b7ee63b56713d3d94f1ff1c9cada62ed75e53ff03ef64c57ff	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-11-property-contracts.md
docs/superpowers/plans/2026-06-12-circuit-plans.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-12-circuit-plans-design.md	5fc0f26276427f43643576db8f16bc031874b69d699a134ab024a04ed95cadeb	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-12-circuit-plans.md
docs/superpowers/plans/2026-06-13-chunk-capacity.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-13-chunk-capacity-design.md	e1e02141b555c5abd5f17a0105e3c76fa8e015ee1cb474b07307da6c4ec0765a	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-13-chunk-capacity.md
docs/superpowers/plans/2026-06-13-library-evolve.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-13-library-evolve-design.md	0c19f19700285b081901153efd1437c19636ca96cf99a2e2b18df338a6dcc4bd	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-13-library-evolve.md
docs/superpowers/plans/2026-06-15-residue-scan-generalization.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-15-residue-scan-generalization-design.md	59c5968176e47d8b4449fcefaf4141454a7b3d1d1990f09db3e825c6736558bf	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-15-residue-scan-generalization.md
docs/superpowers/plans/2026-06-15-throughput-circuit-lane.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-15-throughput-fast-decode-design.md	3befa2e0bdd628b9658fe28694ff5a58e92954ac93d8721066feb8eff308d434	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-15-throughput-circuit-lane.md
docs/superpowers/plans/2026-06-15-throughput-dag-decode-lane.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-15-throughput-fast-decode-design.md	ac2c5eef087ae5d31d62d1067941e0e65c2c8dba39546567b637f7ce6bdb013d	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-15-throughput-dag-decode-lane.md
docs/superpowers/plans/2026-06-15-throughput-fast-decode.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-15-throughput-fast-decode-design.md	b46270920980ca77aaf48862fe7b840abc0a5471c25dd4f410ba8f804560c1f6	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-15-throughput-fast-decode.md
docs/superpowers/plans/2026-06-18-lifecycle-meltdown.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-18-neural-lifecycle-design.md	70b54c1fef73f3537d1f2478c55830f24ff625f2bc80456e4ed49fdd6e2f8e16	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-18-lifecycle-meltdown.md
docs/superpowers/plans/2026-06-18-lifecycle-spine.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-18-neural-lifecycle-design.md	1459118b1064b0cfb55992d0727442b704e01bd85c6cccffbd4285df5461f168	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-18-lifecycle-spine.md
docs/superpowers/plans/2026-06-19-circuit-gate-extension.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-19-circuit-gate-extension-design.md	2b40b11dbf0a15e47628f878be24b07d49dcec98c60414aa5b65303e084f0158	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-19-circuit-gate-extension.md
docs/superpowers/plans/2026-06-19-compounding-loop-benchmark.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-19-compounding-loop-benchmark-design.md	b6d9ea2d534fb333dde81e7af9f1cf5d5241add9fda08b5c26c7e3e938a0e03c	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-19-compounding-loop-benchmark.md
docs/superpowers/plans/2026-06-19-cost-aware-freeze-gate.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-19-cost-aware-freeze-gate-design.md	8019741efb38c8b94ee95e66a0da17a9b6f16b18ab578ced2c9e25c584be12d5	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-19-cost-aware-freeze-gate.md
docs/superpowers/plans/2026-06-19-distillation-gate.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-19-distillation-gate-design.md	5ccdf572b3dc9cd5e51783283cb648b29496865dc517d76fe819a71958668fc6	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-19-distillation-gate.md
docs/superpowers/plans/2026-06-26-compounding-retrieval-memory.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-compounding-retrieval-memory-design.md	4895c937b7828175d838a3710026ead71eb47a131ba39c664e99368f3924dcc9	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-compounding-retrieval-memory.md
docs/superpowers/plans/2026-06-26-discounted-ppmi-neighbors.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-discounted-ppmi-neighbors-design.md	81ed153eec88c5686f8937cae56d557e7f4421643314531063bac9e449eafdb8	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-discounted-ppmi-neighbors.md
docs/superpowers/plans/2026-06-26-dynamic-pdf-corpus.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-dynamic-pdf-corpus-design.md	d15a38a4e558aaf2bfdc9be888c635cc0d1c8ab62a1a0394129cc3533001f6f7	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-dynamic-pdf-corpus.md
docs/superpowers/plans/2026-06-26-extraction-quality.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-extraction-quality-design.md	413e1fd7deefeea14ac398c3f984e80a1bf3f06c46cfaa42d8748ca3ccd4d89f	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-extraction-quality.md
docs/superpowers/plans/2026-06-26-graduation-vertical-slice.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-graduation-vertical-slice-design.md	a52faf1cf1ecaaafffd03be3a5b3c2f9cc12e7300ca73207ed1d793d9c273acb	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-graduation-vertical-slice.md
docs/superpowers/plans/2026-06-26-json-story-contract.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-json-story-contract-design.md	697bdf8a8b0def6aef32efbfe2fee99d0056d0d622f37e43b1ebca6e8ab6c364	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-json-story-contract.md
docs/superpowers/plans/2026-06-26-synonym-ppmi-retrieval.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-synonym-ppmi-retrieval-design.md	06d24cd4f816322168a2d28a11f746dc4c7428a496e2c290bd807c432304c149	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-synonym-ppmi-retrieval.md
docs/superpowers/plans/2026-06-26-tfidf-retrieval.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-tfidf-retrieval-design.md	27456424aca98fce04a9998c6f49ec99771e7abd06188a04e5fbc975dd3ed244	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-tfidf-retrieval.md
docs/superpowers/plans/2026-06-26-tiered-tile-memory.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-26-tiered-tile-memory-design.md	1a513f426f3789758781c721834cbba4175634ff2036c5d120c656fd2c89e198	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-26-tiered-tile-memory.md
docs/superpowers/plans/2026-06-27-cce-training-api-maturity.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-27-cce-training-api-maturity-design.md	6eaec356d7bf193f91e8a16bb66e90f45b8e2dc4c9716aaebbc1012bf0be500c	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-27-cce-training-api-maturity.md
docs/superpowers/plans/2026-06-27-consolidation-candidate-cap.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-27-consolidation-candidate-cap-design.md	88df5d164df5f2f1e268b303305455b59efe6444f1776f90a2439392c7b2644a	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-27-consolidation-candidate-cap.md
docs/superpowers/plans/2026-06-27-consolidation-candidate-pruning.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-27-consolidation-candidate-pruning-design.md	b103c4f88806617321712683f5bd3d9c1ef262ad86db7ea59feab13cadb26330	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-27-consolidation-candidate-pruning.md
docs/superpowers/plans/2026-06-27-tile-inverted-index.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-27-tile-inverted-index-design.md	7afe4f923227c90dcb9de08a57b2b5aec62cc177e8400f34a18b58e565a15be1	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-27-tile-inverted-index.md
docs/superpowers/plans/2026-06-27-tile-semantic-dedup.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-06-27-tile-semantic-dedup-design.md	ddb44fcdb87cded5a1ff4207ce9b00216d30c6d5c068714a6446eb17863080b9	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-06-27-tile-semantic-dedup.md
docs/superpowers/plans/2026-07-02-gap-triggered-acquisition-loop.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-07-02-gap-triggered-acquisition-loop-design.md	1e1b73d9491fa240e40a732a3c2ada8e3729c3b8473631688a9a01144f3a9e27	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-07-02-gap-triggered-acquisition-loop.md
docs/superpowers/plans/2026-07-02-unified-base.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-07-02-unified-base-design.md	2aaafc0f0a22918f6aa6398364c9eb797adb1f198ea0fe7ee2a6318e04320a1c	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-07-02-unified-base.md
docs/superpowers/plans/2026-07-03-fuzzy-tier-flagship.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-07-03-fuzzy-tier-flagship-design.md	50940268da377b70f7e02323306e86efc35a6e50e1c7330b3bcc3b301b449d76	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-07-03-fuzzy-tier-flagship.md
docs/superpowers/plans/2026-07-10-dual-gpu-unified-inference.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-07-10-dual-gpu-unified-inference.md	6ddba7b4f090d19ca237640573b0fc73e71fa60c57a3718fe8c6093973f4daa0	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-07-10-dual-gpu-unified-inference.md
docs/superpowers/plans/2026-07-10-model-universal-residency.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-07-10-model-universal-residency.md	25e4b1ab1202a3b0c31c0dc8b574e41acf230945dff3a88c5d9374c5f585331a	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-07-10-model-universal-residency.md
docs/superpowers/plans/2026-07-10-oracle-v2-lifecycle.md	retire	implementation transcript; retain matching decision and archived amendments	plans/phase7_oracle_v2.md	67ca8c3eb86d2cca3b53c29d530653ae66c9eb89ce93375629e6c4d3e16287d8	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-07-10-oracle-v2-lifecycle.md
docs/superpowers/plans/2026-07-10-unified-cnet-runtime.md	retire	implementation transcript; retain matching decision and archived amendments	plans/phase6_unified_runtime.md	9f811339ca8ca6c187eae6bf50257363da073b313bbe658873ef69090474e3cc	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-07-10-unified-cnet-runtime.md
docs/superpowers/plans/2026-08-16-core-attribution-layer.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-08-16-core-attribution-layer-design.md	ea3c5f9a5b9d76bba04ad8a70b7816fead3ef0ead870eded4a863aa37b86165a	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-08-16-core-attribution-layer.md
docs/superpowers/plans/2026-08-16-mojo-kernel-bridge.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-08-16-mojo-kernel-bridge-design.md	45f4c968ef58f8d537bfcf3779393a61b5f78facc2728d205498bce0a791ec8c	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-08-16-mojo-kernel-bridge.md
docs/superpowers/plans/2026-08-16-qat-modern-block.md	retire	implementation transcript; retain matching decision and archived amendments	docs/superpowers/specs/2026-08-16-qat-modern-block-design.md	8bcb507153f493171b18d874e29d839d078956c0b0f7769f2c5e7d07f5d994ea	attic/documentation-20260906.tar.gz:docs/superpowers/plans/2026-08-16-qat-modern-block.md
docs/superpowers/specs/2026-06-08-primitive-interface-contracts-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	29c36202ea1e52d75f5d73346425b05ff7f451735486e93e5d7c46964d5ea694	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-08-primitive-interface-contracts-design.md
docs/superpowers/specs/2026-06-08-routing-layer-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	6394bebbab3eae723069391def0e6a02fc77b4deb2fe76d989e1b01d9bbf17bb	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-08-routing-layer-design.md
docs/superpowers/specs/2026-06-09-dag-composition-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	c8d20f0db5d75a3c27d0fc97faeda3bdd1aee3efe6dfc33e06155573a6b58607	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-09-dag-composition-design.md
docs/superpowers/specs/2026-06-09-heterogeneous-input-typing-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	6fc52bb7924ca4025f9a8e5cf099d3adced20e4b84ae677896e7ee4d76c793f8	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-09-heterogeneous-input-typing-design.md
docs/superpowers/specs/2026-06-11-chunk-consolidation-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	5e677fe92c2f3a64a1b2712fb58e7088a355df1759b3bbf210894581a67adef7	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-chunk-consolidation-design.md
docs/superpowers/specs/2026-06-11-dag-source-assignment-backtracking-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	b77b2b8a726e8c0ed09953569189811d313981d6299d14dd9171f2df1eeff6e9	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-dag-source-assignment-backtracking-design.md
docs/superpowers/specs/2026-06-11-global-plan-score-optimization-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	2ed729c5fac5f40d1cbd5e94e3dbb1105cafd7f75f070bad31ed6aba753144c6	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-global-plan-score-optimization-design.md
docs/superpowers/specs/2026-06-11-learned-reliability-scoring-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	f65baf0c03d9423f5046e2a3b4bbf93f62d21e04ea1901e567de32df64abba26	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-learned-reliability-scoring-design.md
docs/superpowers/specs/2026-06-11-machine-checkable-contracts-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	ec87c05c138e8359fda9b3fe37528efd289527f084bcb0aedefdeeda4e30bc6c	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-machine-checkable-contracts-design.md
docs/superpowers/specs/2026-06-11-multi-output-primitives-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	bf77ab81e715ae7eea52a620389d3d4ac06b9291f46eb577d9c9284931e505e4	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-multi-output-primitives-design.md
docs/superpowers/specs/2026-06-11-property-contracts-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	d26f55e4e7f97eb0907cc93462771e2ba531f42b3665bff61d54bc582dee87dc	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-property-contracts-design.md
docs/superpowers/specs/2026-06-11-reliability-persistence-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	32e85398e07004c8c1823960ee81575d82d146ac38c6fcbebf657812e9a900ec	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-reliability-persistence-design.md
docs/superpowers/specs/2026-06-11-semantic-port-tags-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	49293311189cbc880c8d0d7adc0d499b08aface9b13b6a61ee99f011a08a46c7	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-semantic-port-tags-design.md
docs/superpowers/specs/2026-06-11-strict-execution-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	4778fe85967f2129f4eb72044f89a844fc4e668d9f13ef27c4eca681ffd70d47	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-11-strict-execution-design.md
docs/superpowers/specs/2026-06-12-circuit-plans-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	007d59aca475bdd146bc854b6b42a7dd993bef18fa485816139c1c511663fdc8	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-12-circuit-plans-design.md
docs/superpowers/specs/2026-06-12-decimal-domain-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	05a5c2045b34760fbbf4b379139f0c79b7f02d619a4f7a02bc44f66bf1aa1278	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-12-decimal-domain-design.md
docs/superpowers/specs/2026-06-13-chunk-capacity-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	688da4e07da9c234994e5f623a67d54babdc4dfc1b1e3e3c941d78c6018c84d8	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-13-chunk-capacity-design.md
docs/superpowers/specs/2026-06-13-library-evolve-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	a70058cb85233638fd7255ea97fa9b14c48133c55e5f46ada9ffa762dc0b99e7	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-13-library-evolve-design.md
docs/superpowers/specs/2026-06-13-margin-study.md	preserve	retained design/behavior contract; not a current operating checklist	-	110025598eb15072c696f426df2bea38ae49ceba15006e16f376679aca9936a9	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-13-margin-study.md
docs/superpowers/specs/2026-06-15-residue-scan-generalization-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	726cce1889e7f7f59d9871529ed016dcc94c81a20b6284132efdef6ebb468ee2	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-15-residue-scan-generalization-design.md
docs/superpowers/specs/2026-06-15-throughput-fast-decode-design.md	reference_only	historical spec preserved except two recovery-link updates; original archived	-	368424ccef74e734140f0630da7dd1023539e645727c501cae65082a563540d9	attic/documentation-20260906.tar.gz:docs/superpowers/specs/2026-06-15-throughput-fast-decode-design.md
docs/superpowers/specs/2026-06-18-below-beam-recovery-v51-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	e7b74e520f292fe173144f6354f2532342dacbcf2a3c4202534dff19d12eec32	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-18-below-beam-recovery-v51-design.md
docs/superpowers/specs/2026-06-18-neural-lifecycle-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	c7a6425be4fd7568fe543a3a76a47d568b52f80319e81b993417e04bc9954fad	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-18-neural-lifecycle-design.md
docs/superpowers/specs/2026-06-18-proposal-sidecar-v50-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	948ca4f3647f889a2f029b5aa0f9fce74ba055860354abe8de959f743fe91528	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-18-proposal-sidecar-v50-design.md
docs/superpowers/specs/2026-06-18-residue-reach-claim-repositioning.md	preserve	retained design/behavior contract; not a current operating checklist	-	ac574cadf8d2a11d371daab5e052ce7a0218731015810442629e4b338fd4f4ec	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-18-residue-reach-claim-repositioning.md
docs/superpowers/specs/2026-06-19-belowbeam-failure-mode-characterization-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	0393fbd06e5b3e3f175a8251f1b5e43608cf8b740db19e84a556023cf392a163	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-belowbeam-failure-mode-characterization-design.md
docs/superpowers/specs/2026-06-19-circuit-gate-extension-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	eb3d753ac608da8af2de97e45ca19ac2e89514ef0e69046021e7321792132301	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-circuit-gate-extension-design.md
docs/superpowers/specs/2026-06-19-compounding-loop-benchmark-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	3832599edf114f5474fa3da578770161999219ee2bfb841164e6b2612f819f87	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-compounding-loop-benchmark-design.md
docs/superpowers/specs/2026-06-19-cost-aware-freeze-gate-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	d34672c013cf5ac7e02bb7b57ecc69d784cb581b7908395bdc13f92f9a9389c0	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-cost-aware-freeze-gate-design.md
docs/superpowers/specs/2026-06-19-distillation-gate-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	42ab061ad10bbe76aca16c620fc08f93a597be56f82b27fa78d8ce269bf9a190	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-distillation-gate-design.md
docs/superpowers/specs/2026-06-19-dual-track-expansion-3c-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	a1a169043454618ae382f7b6a616fe7b8b8bbf54eaa486a40104734923e1b68d	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-dual-track-expansion-3c-design.md
docs/superpowers/specs/2026-06-19-structural-preference-B0-gate-probe-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	c5eeeb3376a0cc7c36e49fe2102dda2eafd735b808390f9308e6eeb5da7a642f	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-structural-preference-B0-gate-probe-design.md
docs/superpowers/specs/2026-06-19-structural-preference-order-only-A-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	4474c88a33ebab5298048564b096fd24455bb7f10fd40238b1c9d322474187ea	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-structural-preference-order-only-A-design.md
docs/superpowers/specs/2026-06-19-structural-preference-sidecar-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	c96de1f383e96e9907a80fbe530944f32df3bbc91055cbe4923cd461c8a4904d	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-19-structural-preference-sidecar-design.md
docs/superpowers/specs/2026-06-26-compounding-retrieval-memory-design.md	preserve	retained design/behavior contract; not a current operating checklist	-	aadc8ef907ebef9c1ae38d46628647984a18a6333205150acc7ecbb0e1d43801	git:c6154036880c87db69c880ba36a22087815b48b0:docs/superpowers/specs/2026-06-26-compounding-retrieval-memory-design.md
